cpu%,4
127,31.75
65.5,16.375
13.7,3.4249999999999998
10.3,2.5750000000000002
72.4,18.100000000000001
40.0,10
50.0,12.5
2.3,0.57499999999999996
80.6,20.149999999999999
66.6,16.649999999999999
48.2,12.050000000000001
0.0,0
97.0,24.25
51.4,12.85
56.7,14.175000000000001
58.0,14.5
0.0,0
0.0,0
14.7,3.6749999999999998
43.3,10.824999999999999
142,35.5
0.0,0
65.7,16.425000000000001
25.0,6.25
84.8,21.199999999999999
45.7,11.425000000000001
27.5,6.875
100,25
115,28.75
94.5,23.625
97.0,24.25
76.4,19.100000000000001
73.5,18.375
74.1,18.524999999999999
84.2,21.050000000000001
89.6,22.399999999999999
96.8,24.199999999999999
96.8,24.199999999999999
62.5,15.625
80.5,20.125
88.8,22.199999999999999
60.0,15
57.5,14.375
65.6,16.399999999999999
32.2,8.0500000000000007
,
,
,
,
,
,
,
,
