cpu%,4
113,28.25
33.3,8.3249999999999993
24.1,6.0250000000000004
17.2,4.2999999999999998
68.9,17.225000000000001
76.4,19.100000000000001
103,25.75
94.2,23.550000000000001
11.4,2.8500000000000001
69.6,17.399999999999999
74.2,18.550000000000001
0.0,0
15.6,3.8999999999999999
100,25
94.1,23.524999999999999
116,29
15.5,3.875
27.7,6.9249999999999998
76.6,19.149999999999999
105,26.25
93.7,23.425000000000001
68.9,17.225000000000001
173,43.25
151,37.75
132,33
79.4,19.850000000000001
127,31.75
70.9,17.725000000000001
75.0,18.75
97.1,24.274999999999999
84.3,21.074999999999999
100,25
131,32.75
108,27
115,28.75
73.3,18.324999999999999
107,26.75
85.2,21.300000000000001
106,26.5
100,25
72.9,18.225000000000001
108,27
61.7,15.425000000000001
29.7,7.4249999999999998
0.0,0
,
,
,
,
,
